product_code,naics_code,raw_annotations,product_text
B07D3S7ZTP,335211,"['335211', '335211', '333294', '333294', '311320']","5 Pack Colorful Nespresso Reusable Capsules Durable Refillable Coffee Pods compatible with Nespresso Machines OriginalLine Compatible
bNice to have for those coffee fanatics with their own dolce gusto that wants to grind and brew their own beansbbr 1 Brew a coffee with your favour grounds coffeebr 2 Ecofriendly and Save moneybr 3 Delicate put them on the shelf as a decorationbrbr bGifts to youbbr A brush to clean up the mess the scoop to fill the podsbr Use the little white cup to press down on the coffee to get more intensity in itbrbWarm Promptbbr Empty it  rinse it out as soon as youre done making your coffeebr Dont brew the different coffee in a same capsule or it will mix the tastebrbr bCompatible withbbr  U  Umilkbr  Lattissima  Lattissmabr  Inissiabr  Pixebr  CitiZ  CitiZ Milkbr  Gran Maestria  Maestriabr  Conceptbr  Le Cubebrbr bNot Compatible withbbr  Nesspress Vertuolinebr  Essenza  Essenza Krupsbr  Dolce Gustobr  Nespresse Essenza C100br  Nespresso Krups CITIZ TYPE XN 7006br bQUSTIONS  ANSWERSbbr QWhat type of coffee can I use with these capsulesbr AHi you can try to use Illy or Lavaza coffee And finely ground size coffee br QDoes it work for vertuo linebr ANot fit Nesspress Vertuoline others please check abovebr Q Why my coffee taste weakbr A Try different amount of coffee to put into it to get the brew strengthflavor you want Ive got my favourite taste after a few tries br QTrying to understand how these work I assume one has to carefully put the pod in so the hole lines up with the machine punch Is it difficultbr AbCustomers answer as belowbbr AJust pay attention to the mark every time you put the pod in the machinebr BNot  be a little bit carefully but its too easy and works fine br Cgreat option to use my coffee of choice and now I can afford fancy espresso drinks DThe 5 pack colorful works great I used it for one week and it is already paid back Try it with Lavazza or Illybr
Excellent Compatibility Opened by original models which guaranteeing a compatibility across all Nespresso Original Line Models Essenza  Essenza Krups U  Umilk Lattissima  Lattissma Inissia Pixe CitiZ  CitiZ Milk Gran Maestria  Maestria Concept Le Cube
Durable and Longlasting Builtin permanent stainless steel mesh filter and 100 BPA free plastic be assured use and can be reusable It really offer an ecofriendly and user friendly patterner to your coffee machine
Save Your Ground Coffee MG Coffee reusable capsules stainless steel filter minimizes sediment but no coffee grounds can get away from the capsule to break your perfect coffee and ensures a smooth brew every time
Colorful Capsules Funny beautiful and can choose which flavored coffee goes with which colored refillable filtered capsules so 1 flavored coffees aroma doesnt interfere with another flavored coffees
Best service If you do not 100 satisfied with MG Coffee reusable capsule just contact our MG Coffee customer service to tell us your problem we promise solve the problem with you such as resend or refund"
B00R6ARG0O,312111,"['312111', '311520', '312111', '311520', '312111', '311821']","Ice Breakers DUO Fruit  Cool Sugar Free Mints Strawberry 8 ea
Icebreakers duo strawberry
Icebreakers duo strawberry  1 ct Of box8



"
B08GH83PNC,333294,"['333294', '335211', '311920', '311920', '335211', '333294', '325411']","Mehmet Efendi Turkish Coffee 250Gram Cans Pack of 2

Imported from the premier coffee company in Turkey
Ideally prepared in a traditional method with a Turkish coffee pot
One of the most popular Turkish coffees in the world
Each can contains 250 grams of coffee
"
B01DD9WF8E,326299,"['326299', '325620', '326299', '326299', '325620']","Pantene ProV BB Creme Styling Treatment 51 oz

Pantene prov bb creme from the prov style series the gold standard in styling
Leavein multitasking beauty balm inspired by skincares bb phenomenon
Gives hair a healthy look and a silky smooth finish while preparing it for styling
Use with your favorite Pantene shampoo and conditioner
One 51 fl oz bottle"
B074WC5F95,311942,"['311942', '311942', '311941', '311942', '311941']","McCormick Simply Better Beef Gravy 12 oz

Flavorful beef gravy created with real ingredients and McCormick spices
No artificial flavors no MSG
The ONLY glutenfree readytoserve gravy
Nonbreakable packaging with an easypour spout
Great for shepherds pie hot beef sandwiches and mashed potatoes"
B00L18YI9Y,315111,"['316214', '315111', '315111', '315231', '315231']","Womens gorgeous low waist sheer tights Roxy 20 Denier TBand Hosiery by Lady KBlack3  Large





"
B074ML5VCJ,-1,"['-1', '311111', '-1', '311612', '311111', '112990']","Canidae Pet Foods  Under The Sun Witty Kitty Ruffle My Feathers Canned Cat Food Turkey  Turkey Liver  3 oz
Pet Products has unique directory gives pet lovers local access to the products and services they need for their pets We provide pet owners a onestop for products research reviews and local information These products meet the needs of the pet industry to provide data needed to gain insights into the pet market We are striving to be the largest pet products directory in the worldFeatures Grain Free Under The Sun Witty Turkey for CatSpecifications Capacity 3 oz
Grain Free Under The Sun Witty Turkey for CatSpecifications
Capacity58 3 oz
Package Quantity 1
Excellent Quality
Great Gift Idea"
B07MY9C36P,316999,"['333613', '316999', '316999', '316110', '316999']","Fiddy Dog Training Shock CollarWaterproof Bark Collar with remote control and 500 Yard Remote for Small Medium Large Dogs with Beep Vibration and Shock 3 Training ModesBlack





"
B072MKCHCM,325620,"['325620', '313312', '-1', '325620', '325612', '333292']","Tide Boost Duo Pac Inwash Booster 37 ct

Unit Dose InWash Booster
1 pac  1 load
Good for all colors fabrics and loads
Works on a variety of tough everyday stains
Pretreat for tougher stains"
B01IVKQ6S0,311991,"['311991', '311991', '311991', '311712', '311612', '0']","Hormel Compleats Salisbury Steak 9 Ounce

Protein packed with 13 grams per meal
Shelf stable no refrigeration needed
Affordable and easy to use
Prepared meals fully cooked ready to eat in 60 seconds
9 ounce microwave meal"
B01CBU4O08,311612,"['311612', '311611', '311612', '311612', '337122', '311612']","Ham Cover Black Jamonprive  Cover for Spanish Serrano  Iberico Hams and Italian Prosciutto Does not include the ham stand nor the ham
This black ham cover is one size fits all Ideal for Spanish Serrano ham Iberico Ham and Italian Prosciutto It is very resistant and light allowing the hamshoulder to breathe and maintain its properties The ham cover is made of smooth canvas that is 50 cotton and 50 polyester The border is made of bias 50 cotton and 50 polyester and the string is 100 cotton A perfect way to protect your ham with style This is a private label and can only be sold by Jamonprive Ham and holder are not included
This black ham cover is one size fits all Made in Spain Ham  Stand NOT included
Ideal for Spanish Serrano ham Iberico Ham and Italian Prosciutto
It is very resistant and light allowing the hamshoulder to breathe and maintain its properties
The ham cover is made of smooth canvas that is 50 cotton and 50 polyester The border is made of bias 50 cotton and 50 polyester and the string is 100 cotton
A perfect way to protect your ham with style This is a private label and can only be sold by Jamonprive Ham and holder are not included"
B083D6HTFJ,311911,"['311911', '311340', '311330', '311911', '311340', '311911']","PLANTERS Variety Packs Salted Cashews Salted Peanuts  Honey Roasted Peanuts 24 Packs  Individual Bags of OntheGo Nut Snacks  No Cholesterol or Trans Fats  Source of Fiber and Healthy Fats

PLANTERS SNACKS VARIETY PACK PLANTERS Variety Packs are made with premium Kosher nuts for a satisfying snack
PLANTERS NUTS This 24pack of PLANTERS Variety Packs singleserving nut snack packs contains six 15 ounce 42g packs of salted cashews twelve 175 ounce 49g packs of salted peanuts and six 175 ounce 49g packs of honey roasted peanuts
CONVENIENT  PORTABLE SNACKS Individual nut snack packs are convenient and portable snacksperfect for snacking on the go
NUTRIENT DENSE SNACKS FOR ADULTS PLANTERS nut snack packs contain no cholesterol and no trans fattheyre a guiltfree indulgence
NUT SNACKS VARIETY PACK With a individual bags of peanuts honey roasted peanuts and cashews this snacks variety pack makes these snacks easy to share"
B000WHXMWO,311941,"['311941', '311930', '311930', '311941', '311942', '311421']","Heinz Simply Heinz Tomato Ketchup 31 oz Bottle

One 31 oz bottle of Heinz Simply Tomato Ketchup
From Forth of July to Labor Day bring Americas Favorite Ketchup to all your summer grilling events
Top your Summer with Heinz Simply Tomato Ketchup
Heinz Simply Tomato Ketchup has the thick  rich taste your family loves with no artificial sweeteners
Ketchup made with high quality ingredients"
B006HZIUYK,311911,"['311911', '311911', '311230', '311230', '311911', '311919']","JUMBO SUNFLOWER SEEDS Ranch 16Ounce Pack of 6

Roasted and Seasoned Sunflower Seeds
Great for snacking and long lasting energy
Great whole food source of antioxidants and Vitamin E
High in Protein Low in carbs
Low on Sodium Big on taste"
B087ZN7JM9,311920,"['311920', '311930', '311930', '312111', '311920', '111419']","FeverTree Premium Ginger Ale No Artificial Sweeteners Flavourings or Preservatives 68 Fl Oz Pack of 24

GINGER ALE By using a unique blend of three of the worlds finest naturally sourced gingers subtle botanical flavors and spring water we have created a delicious Ginger Ale with an authentic and refreshing taste and aroma
FLAVOR A distinctive ginger flavour created by blending the worlds finest gingers Added complexity comes from supportive citrus notes resulting in an overwhelmingly clean finish  making this the perfect mixer for dark spirits
NATURALLY SOURCED From Cochin in India we source a type of ginger that lends the drink a rich and earthy almost chocolatey flavour from the Ivory Coast we get a fresh green ginger that has an incredible lemongrass freshness and finally our Nigerian ginger brings a deep intense flavor to the blend
PREMIUM MIXER Perfectly balanced to enhance the flavor notes of the finest whiskies bourbons and rums
TEXTURE High carbonation delivers the aromas and taste in a classic refreshing style"
B07N7LLMN5,334310,"['334310', '339992', '334310', '334210']","Bluetooth Headphones with Stereo Sound Quality Compatible with All Bluetooth Devices Including Phones Computers TVs and etcErgonomic Design and Strong Signal from COTAM





"
B07NVXQ2KT,311340,"['311340', '311340', '311330', '311320', '311340', '0']","Keto Fudge Brownie Mix by Keto and Co  Just 11g Net Carbs Per Serving  Gluten free Low Carb Diabetic Friendly Naturally Sweetened No Added Sugar NonGMO  16 Servings
pKeto and Co Fudge Brownies are pure pleasure in a lowcarb package  with no added sugar Dark moist rich with just the right amount of sweetness these Keto and Co Fudge Brownies are easy to make and easy on your low carb waistline Enjoy this satisfying treat asis or kick it up a notch with nuts coconut peanut butter cream cheese  whatever youve been craving You deserve a treat that wont derail your diet Keto and Co Fudge Brownies are the brownies youve been waiting forppWhats our secret These brownies are naturally sweetened with Wondrose the healthy alternative to sugar Wondrose gives you the pure clean taste of sugar without the carbsppKeto and Cos mission is to make healthy low carb food convenient and delicious We made the Chocolate Fudge Brownie Mix so you can savor guiltfree brownies as an easy weeknight dessert a sweet pickmeup with a cup of coffee or a special weekend treat you can share with the whole familyppstrongIngredientsstrong Wondrose Sugar Replacer Erythritol NonGMO Soluble Corn Fiber Inulin Monk Fruit Natural Flavors Coconut Flour Cocoa Powder Salt Natural Flavorsp
DELICIOUSLY FUDGY BROWNIES rich chocolate taste with 94 less sugar than leading brands
QUICK  EASY just stir in eggs and butteroil bake and youre done
ONLY 11g NET CARBS diabetic  keto friendly gluten free dairy free
NO ADDED SUGAR sweetened with Wondrose a healthy combination of erythritol fiber  monk fruit
HEALTHY  FILLING contains 8g of dietary fiber including gut friendly prebiotic fiber"
B07SQR2NTK,311911,"['311911', '311999', '311911', '311320', '311911', '311330', '311999']","Emerald Nuts Cocoa Roast Almonds 100 Calorie Packs 7 Count

A delicious snack onthego
NonGMO Project Verified Certified Gluten Free no artificial preservatives colors or flavors
Cocoa baked right into each almond for a sweet chocolate taste with only 1g of added sugar
4g of protein in each pack
"
B008L1A9AQ,311930,"['311930', '325199', '311930', '325199', '311930']","Fee Brothers Mint Bitters 5oz
Use Fee Brothers Mint Bitters to add the fresh taste of peppermint to your cocktails when you dont have mint leaves handy Use small amounts to give a subtle lift to mixed drinks such as punches and cocktails Perfect in a Mint Julep or Mojito Also great to flavor cake frostings sauces dessert toppings milk shakes and more Opened in 1863 Fee Brothers of Rochester New York is in its fourth generation of manufacturing top quality cocktail mixes bitters flavoring syrups and other beverage ingredients Size 5 fl oz
Ships in Certified FrustrationFree Packaging
Can be used in such popular drinks as the Mojito and Mint Julep
Use small amounts to give a subtle lift to mixed drinks
Also great to flavor cake frostings sauces dessert toppings milk shakes and more
Size 5 fl oz"
